 2.5000, 9.0000,90.3071
 2.5000, 9.5000,-272.5203
 3.0000, 0.5000,83.7008
 3.0000, 1.0000,97.0424
 3.0000, 1.5000,98.7494
 3.0000, 2.0000,98.3819
 3.0000, 2.5000,95.8835
 3.0000, 3.0000,94.8309
 3.0000, 3.5000,96.3120
 3.0000, 4.0000,96.8842
 3.0000, 4.5000,98.3085
 3.0000, 5.0000,98.7051
 3.0000, 5.5000,97.5683
 3.0000, 6.0000,97.2146
 3.0000, 6.5000,97.7729
 3.0000, 7.0000,98.4415
 3.0000, 7.5000,98.2759
 3.0000, 8.0000,97.8049
 3.0000, 8.5000,96.6125
 3.0000, 9.0000,90.9141
 3.0000, 9.5000,-239.1259
 3.5000, 0.5000,83.4276
 3.5000, 1.0000,96.4774
 3.5000, 1.5000,97.4646
 3.5000, 2.0000,97.2219
 3.5000, 2.5000,96.5881
 3.5000, 3.0000,96.8637
 3.5000, 3.5000,97.6155
 3.5000, 4.0000,97.8493
 3.5000, 4.5000,98.5484
 3.5000, 5.0000,98.8612
 3.5000, 5.5000,97.9214
 3.5000, 6.0000,97.7112
 3.5000, 6.5000,98.1397
 3.5000, 7.0000,97.8202
 3.5000, 7.5000,97.4003
 3.5000, 8.0000,97.0630
 3.5000, 8.5000,96.3255
 3.5000, 9.0000,91.5492
 3.5000, 9.5000,-213.1524
 4.0000, 0.5000,82.1044
 4.0000, 1.0000,94.9659
 4.0000, 1.5000,96.4722
 4.0000, 2.0000,97.6447
 4.0000, 2.5000,98.4968
 4.0000, 3.0000,98.4587
 4.0000, 3.5000,98.1332
 4.0000, 4.0000,98.2314
 4.0000, 4.5000,99.0854
 4.0000, 5.0000,99.6987
 4.0000, 5.5000,99.2737
 4.0000, 6.0000,98.9806
 4.0000, 6.5000,98.8853
 4.0000, 7.0000,99.0096
 4.0000, 7.5000,98.9353
 4.0000, 8.0000,98.4272
 4.0000, 8.5000,97.7192
 4.0000, 9.0000,92.7656
 4.0000, 9.5000,-194.6000
 4.5000, 0.5000,83.1024
 4.5000, 1.0000,96.7056
 4.5000, 1.5000,99.3119
 4.5000, 2.0000,100.1945
 4.5000, 2.5000,100.5397
 4.5000, 3.0000,99.8849
 4.5000, 3.5000,99.1700
 4.5000, 4.0000,99.6477
 4.5000, 4.5000,101.0672
 4.5000, 5.0000,102.3811
 4.5000, 5.5000,101.5205
 4.5000, 6.0000,100.5662
 4.5000, 6.5000,100.5964
 4.5000, 7.0000,101.2175
 4.5000, 7.5000,100.8487
 4.5000, 8.0000,100.0850
 4.5000, 8.5000,99.2384
 4.5000, 9.0000,94.2827
 4.5000, 9.5000,-183.4685
 5.0000, 0.5000,84.0616
 5.0000, 1.0000,97.3544
 5.0000, 1.5000,99.5250
 5.0000, 2.0000,100.2643
 5.0000, 2.5000,100.4133
 5.0000, 3.0000,99.6273
 5.0000, 3.5000,98.9956
 5.0000, 4.0000,99.6343
 5.0000, 4.5000,102.1545
 5.0000, 5.0000,103.8825
 5.0000, 5.5000,102.3200
 5.0000, 6.0000,100.6409
 5.0000, 6.5000,100.3167
 5.0000, 7.0000,100.8951
 5.0000, 7.5000,100.3695
 5.0000, 8.0000,99.5143
 5.0000, 8.5000,98.7503
 5.0000, 9.0000,94.7587
 5.0000, 9.5000,-179.7580
 5.5000, 0.5000,84.8553
 5.5000, 1.0000,97.6647
 5.5000, 1.5000,98.5795
 5.5000, 2.0000,98.9096
 5.5000, 2.5000,98.7227
 5.5000, 3.0000,97.4116
 5.5000, 3.5000,97.3657
 5.5000, 4.0000,98.7913
 5.5000, 4.5000,101.2423
 5.5000, 5.0000,102.4115
 5.5000, 5.5000,100.8354
 5.5000, 6.0000,99.2153
 5.5000, 6.5000,98.7740
 5.5000, 7.0000,98.8104
 5.5000, 7.5000,98.6068
 5.5000, 8.0000,98.3622
 5.5000, 8.5000,97.6550
 5.5000, 9.0000,94.2456
 5.5000, 9.5000,-183.4685
 6.0000, 0.5000,84.4286
 6.0000, 1.0000,97.1987
 6.0000, 1.5000,98.3266
 6.0000, 2.0000,98.8011
 6.0000, 2.5000,98.1835
 6.0000, 3.0000,96.6841
 6.0000, 3.5000,96.9739
 6.0000, 4.0000,98.1005
 6.0000, 4.5000,99.5182
 6.0000, 5.0000,100.2658
 6.0000, 5.5000,99.2578
 6.0000, 6.0000,97.8368
 6.0000, 6.5000,97.7711
 6.0000, 7.0000,98.0726
 6.0000, 7.5000,98.4953
 6.0000, 8.0000,98.5792
 6.0000, 8.5000,97.8513
 6.0000, 9.0000,94.7250
 6.0000, 9.5000,-194.6000
 6.5000, 0.5000,83.0790
 6.5000, 1.0000,96.3705
 6.5000, 1.5000,98.3720
 6.5000, 2.0000,98.2436
 6.5000, 2.5000,96.9169
 6.5000, 3.0000,96.5200
 6.5000, 3.5000,97.1669
 6.5000, 4.0000,97.6498
 6.5000, 4.5000,98.4025
 6.5000, 5.0000,98.9875
 6.5000, 5.5000,98.1945
 6.5000, 6.0000,98.1214
 6.5000, 6.5000,98.8371
 6.5000, 7.0000,98.7758
 6.5000, 7.5000,98.8869
 6.5000, 8.0000,98.6445
 6.5000, 8.5000,98.0883
 6.5000, 9.0000,94.8709
 6.5000, 9.5000,-213.1524
 7.0000, 0.5000,82.2230
 7.0000, 1.0000,95.8060
 7.0000, 1.5000,97.8381
 7.0000, 2.0000,97.2655
 7.0000, 2.5000,96.5190
 7.0000, 3.0000,96.7021
 7.0000, 3.5000,97.0203
 7.0000, 4.0000,97.2553
 7.0000, 4.5000,98.0247
 7.0000, 5.0000,98.8908
 7.0000, 5.5000,98.3093
 7.0000, 6.0000,98.3086
 7.0000, 6.5000,98.8718
 7.0000, 7.0000,98.1468
 7.0000, 7.5000,97.9497
 7.0000, 8.0000,98.8207
 7.0000, 8.5000,98.9888
 7.0000, 9.0000,96.0180
 7.0000, 9.5000,   -inf
 7.5000, 0.5000,83.0276
 7.5000, 1.0000,96.3177
 7.5000, 1.5000,97.5502
 7.5000, 2.0000,97.2534
 7.5000, 2.5000,97.0552
 7.5000, 3.0000,96.7659
 7.5000, 3.5000,96.8764
 7.5000, 4.0000,96.9539
 7.5000, 4.5000,97.5406
 7.5000, 5.0000,99.0634
 7.5000, 5.5000,98.9883
 7.5000, 6.0000,97.7704
 7.5000, 6.5000,97.5640
 7.5000, 7.0000,97.4756
 7.5000, 7.5000,96.7003
 7.5000, 8.0000,98.2293
 7.5000, 8.5000,99.2727
 7.5000, 9.0000,96.6957
 7.5000, 9.5000,   -inf
 8.0000, 0.5000,83.3195
 8.0000, 1.0000,96.4785
 8.0000, 1.5000,97.3790
 8.0000, 2.0000,97.1821
 8.0000, 2.5000,97.1165
 8.0000, 3.0000,97.5197
 8.0000, 3.5000,97.7243
 8.0000, 4.0000,97.1443
 8.0000, 4.5000,97.4775
 8.0000, 5.0000,98.8242
 8.0000, 5.5000,98.7427
 8.0000, 6.0000,97.1422
 8.0000, 6.5000,97.6149
 8.0000, 7.0000,98.2788
 8.0000, 7.5000,97.6576
 8.0000, 8.0000,97.5812
 8.0000, 8.5000,97.8861
 8.0000, 9.0000,95.9622
 8.0000, 9.5000,   -inf
 8.5000, 0.5000,84.4755
 8.5000, 1.0000,97.2750
 8.5000, 1.5000,97.8643
 8.5000, 2.0000,98.4115
 8.5000, 2.5000,99.1865
 8.5000, 3.0000,99.2666
 8.5000, 3.5000,98.4400
 8.5000, 4.0000,97.7294
 8.5000, 4.5000,99.3675
 8.5000, 5.0000,100.6541
 8.5000, 5.5000,99.5872
 8.5000, 6.0000,97.9703
 8.5000, 6.5000,97.9165
 8.5000, 7.0000,98.4458
 8.5000, 7.5000,98.2148
 8.5000, 8.0000,97.7693
 8.5000, 8.5000,97.1355
 8.5000, 9.0000,95.4770
 8.5000, 9.5000,   -inf
 9.0000, 0.5000,-420.0414
 9.0000, 1.0000,-358.3255
 9.0000, 1.5000,100.0284
 9.0000, 2.0000,100.6955
 9.0000, 2.5000,101.2625
 9.0000, 3.0000,101.2866
 9.0000, 3.5000,100.6998
 9.0000, 4.0000,100.0254
 9.0000, 4.5000,101.7401
 9.0000, 5.0000,103.1471
 9.0000, 5.5000,101.9614
 9.0000, 6.0000,100.7791
 9.0000, 6.5000,99.9897
 9.0000, 7.0000,100.6337
 9.0000, 7.5000,100.7790
 9.0000, 8.0000,100.0653
 9.0000, 8.5000,98.9861
 9.0000, 9.0000,97.3190
 9.0000, 9.5000,84.0822
 9.5000, 0.5000,-480.3078
 9.5000, 1.0000,-417.2294
 9.5000, 1.5000,-361.5721
 9.5000, 2.0000,-313.3357
 9.5000, 2.5000,-272.5203
 9.5000, 3.0000,-239.1259
 9.5000, 3.5000,-213.1524
 9.5000, 4.0000,-194.6000
 9.5000, 4.5000,-183.4685
 9.5000, 5.0000,-179.7580
 9.5000, 5.5000,-183.4685
 9.5000, 6.0000,-194.6000
 9.5000, 6.5000,-213.1524
 9.5000, 7.0000,-239.1259
 9.5000, 7.5000,-272.5203
 9.5000, 8.0000,-313.3357
 9.5000, 8.5000,   -inf
 9.5000, 9.0000,-421.2206
 9.5000, 9.5000,-484.2990
